label;label;value
aanzienlijk;Valence_ANEW;-0.230000019073486
aanzienlijk;Arousal_ANEW;-0.909999847412109
aanzienlijk;Dominance_ANEW;-0.059999942779541
aap;Valence_ANEW;-0.5
aap;Arousal_ANEW;0.159999847412109
aap;Dominance_ANEW;-1.02999997138977
aard;Valence_ANEW;-0.769999980926514
aard;Arousal_ANEW;-1.79999995231628
aard;Dominance_ANEW;-0.889999866485596
aardbei;Valence_ANEW;0.420000076293945
aardbei;Arousal_ANEW;-1.72000002861023
aardbei;Dominance_ANEW;-1.66000008583069
aardbeving;Valence_ANEW;-2.86999988555908
aardbeving;Arousal_ANEW;1.01999998092651
aardbeving;Dominance_ANEW;1.05000019073486
aarde;Valence_ANEW;-0.170000076293945
aarde;Arousal_ANEW;-1.42000007629395
aarde;Dominance_ANEW;-0.440000057220459
aars;Valence_ANEW;-2.3199999332428
aars;Arousal_ANEW;-1.10999989509583
aars;Dominance_ANEW;-0.75
aas;Valence_ANEW;-1.26999998092651
aas;Arousal_ANEW;-1.41000008583069
aas;Dominance_ANEW;-1.95000004768372
abt;Valence_ANEW;-1.24000000953674
abt;Arousal_ANEW;-1.89000010490417
abt;Dominance_ANEW;-1.13000011444092
achten;Valence_ANEW;-0.769999980926514
achten;Arousal_ANEW;-1.15000009536743
achten;Dominance_ANEW;-0.619999885559082
actief;Valence_ANEW;0.420000076293945
actief;Arousal_ANEW;1.19000005722046
actief;Dominance_ANEW;0.199999809265137
acuut;Valence_ANEW;-1.73000001907349
acuut;Arousal_ANEW;0.239999771118164
acuut;Dominance_ANEW;0.059999942779541
adel;Valence_ANEW;-0.590000152587891
adel;Arousal_ANEW;-1.51999998092651
adel;Dominance_ANEW;0.159999847412109
adelaar;Valence_ANEW;-0.389999866485596
adelaar;Arousal_ANEW;-0.170000076293945
adelaar;Dominance_ANEW;-0.0900001525878906
adem;Valence_ANEW;-0.21999979019165
adem;Arousal_ANEW;-1.07999992370605
adem;Dominance_ANEW;-0.71999979019165
ader;Valence_ANEW;-1.25
ader;Arousal_ANEW;-0.75
ader;Dominance_ANEW;-0.800000190734863
adres;Valence_ANEW;-0.860000133514404
adres;Arousal_ANEW;-1.70000004768372
adres;Dominance_ANEW;-1.23000001907349
advies;Valence_ANEW;0.230000019073486
advies;Arousal_ANEW;-0.889999866485596
advies;Dominance_ANEW;-0.190000057220459
advocaat;Valence_ANEW;-1.07999992370605
advocaat;Arousal_ANEW;-0.340000152587891
advocaat;Dominance_ANEW;0.190000057220459
afbreken;Valence_ANEW;-2.22000002861023
afbreken;Arousal_ANEW;0.0500001907348633
afbreken;Dominance_ANEW;-0.519999980926514
afgunst;Valence_ANEW;-2.77999997138977
afgunst;Arousal_ANEW;-0.610000133514404
afgunst;Dominance_ANEW;-1.26999998092651
afhankelijk;Valence_ANEW;-2.26999998092651
afhankelijk;Arousal_ANEW;-1.85999989509583
afhankelijk;Dominance_ANEW;-2.30999994277954
afkeer;Valence_ANEW;-2.82999992370605
afkeer;Arousal_ANEW;-0.5
afkeer;Dominance_ANEW;-0.53000020980835
afkeren;Valence_ANEW;-2.41000008583069
afkeren;Arousal_ANEW;-0.639999866485596
afkeren;Dominance_ANEW;-1.0
afkerig;Valence_ANEW;-2.53999996185303
afkerig;Arousal_ANEW;-1.05999994277954
afkerig;Dominance_ANEW;-1.23000001907349
afscheid;Valence_ANEW;-2.60999989509583
afscheid;Arousal_ANEW;-0.690000057220459
afscheid;Dominance_ANEW;-0.690000057220459
afschermen;Valence_ANEW;-1.33999991416931
afschermen;Arousal_ANEW;-0.409999847412109
afschermen;Dominance_ANEW;-1.05999994277954
afschuw;Valence_ANEW;-2.91000008583069
afschuw;Arousal_ANEW;-0.159999847412109
afschuw;Dominance_ANEW;-0.550000190734863
afstand;Valence_ANEW;-1.54999995231628
afstand;Arousal_ANEW;-1.61999988555908
afstand;Dominance_ANEW;-0.940000057220459
afstotelijk;Valence_ANEW;-2.91000008583069
afstotelijk;Arousal_ANEW;-0.550000190734863
afstotelijk;Dominance_ANEW;-1.02999997138977
afstoten;Valence_ANEW;-2.55999994277954
afstoten;Arousal_ANEW;-0.059999942779541
afstoten;Dominance_ANEW;-0.579999923706055
afval;Valence_ANEW;-2.39000010490417
afval;Arousal_ANEW;-1.72000002861023
afval;Dominance_ANEW;-1.55999994277954
afwachten;Valence_ANEW;-1.5
afwachten;Arousal_ANEW;-2.23000001907349
afwachten;Dominance_ANEW;-1.66000008583069
afwachtend;Valence_ANEW;-1.45000004768372
afwachtend;Arousal_ANEW;-2.45000004768372
afwachtend;Dominance_ANEW;-1.97000002861023
afwijzen;Valence_ANEW;-2.66000008583069
afwijzen;Arousal_ANEW;-0.409999847412109
afwijzen;Dominance_ANEW;-0.409999847412109
agentschap;Valence_ANEW;-1.0
agentschap;Arousal_ANEW;-1.07999992370605
agentschap;Dominance_ANEW;-0.28000020980835
agressie;Valence_ANEW;-3.01999998092651
agressie;Arousal_ANEW;1.07999992370605
agressie;Dominance_ANEW;0.449999809265137
agressief;Valence_ANEW;-3.12000000476837
agressief;Arousal_ANEW;1.1100001335144
agressief;Dominance_ANEW;0.5
akker;Valence_ANEW;-0.710000038146973
akker;Arousal_ANEW;-1.57999992370605
akker;Dominance_ANEW;-1.26999998092651
akkoord;Valence_ANEW;0.300000190734863
akkoord;Arousal_ANEW;-0.829999923706055
akkoord;Dominance_ANEW;-0.409999847412109
akte;Valence_ANEW;-0.889999866485596
akte;Arousal_ANEW;-1.61999988555908
akte;Dominance_ANEW;-0.449999809265137
alcholisme;Valence_ANEW;-3.04999995231628
alcholisme;Arousal_ANEW;-0.449999809265137
altaar;Valence_ANEW;-0.78000020980835
altaar;Arousal_ANEW;-2.04999995231628
altaar;Dominance_ANEW;-0.920000076293945
ambacht;Valence_ANEW;-0.409999847412109
ambacht;Arousal_ANEW;-0.300000190734863
ambacht;Dominance_ANEW;-0.619999885559082
ambitie;Valence_ANEW;0.659999847412109
ambitie;Arousal_ANEW;0.449999809265137
ambitie;Dominance_ANEW;0.53000020980835
ambitieus;Valence_ANEW;0.639999866485596
ambitieus;Arousal_ANEW;0.639999866485596
ambitieus;Dominance_ANEW;0.53000020980835
ambt;Valence_ANEW;-0.869999885559082
ambt;Arousal_ANEW;-1.23000001907349
ambt;Dominance_ANEW;-0.579999923706055
ander;Valence_ANEW;-1.0
ander;Arousal_ANEW;-1.19000005722046
ander;Dominance_ANEW;-0.920000076293945
angstig;Valence_ANEW;-2.89000010490417
angstig;Arousal_ANEW;0.389999866485596
angstig;Dominance_ANEW;-1.89000010490417
anijs;Valence_ANEW;-0.940000057220459
anijs;Arousal_ANEW;-1.78999996185303
anijs;Dominance_ANEW;-1.04999995231628
anjer;Valence_ANEW;-0.389999866485596
anjer;Arousal_ANEW;-1.80999994277954
anjer;Dominance_ANEW;-1.48000001907349
anker;Valence_ANEW;-0.75
anker;Arousal_ANEW;-1.98000001907349
anker;Dominance_ANEW;-0.159999847412109
ansjovis;Valence_ANEW;-1.20000004768372
ansjovis;Arousal_ANEW;-1.52999997138977
ansjovis;Dominance_ANEW;-1.48000001907349
antiek;Valence_ANEW;-0.619999885559082
antiek;Arousal_ANEW;-2.16000008583069
antiek;Dominance_ANEW;-1.19000005722046
antilope;Valence_ANEW;-0.389999866485596
antilope;Arousal_ANEW;0.0
antilope;Dominance_ANEW;-1.13000011444092
antwoord;Valence_ANEW;-0.440000057220459
antwoord;Arousal_ANEW;-0.949999809265137
antwoord;Dominance_ANEW;-0.889999866485596
apathie;Valence_ANEW;-2.4300000667572
apathie;Arousal_ANEW;-2.32999992370605
apathie;Dominance_ANEW;-1.4300000667572
apathie;Affect_LIWC;1.0
apathie;Negemo_LIWC;1.0
apathisch;Valence_ANEW;-2.67000007629395
apathisch;Arousal_ANEW;-2.42000007629395
apathisch;Dominance_ANEW;-1.75
appel;Valence_ANEW;-0.230000019073486
appel;Arousal_ANEW;-1.70000004768372
appel;Dominance_ANEW;-1.20000004768372
appel;Social_LIWC;1.0
applaus;Valence_ANEW;0.809999942779541
applaus;Arousal_ANEW;0.329999923706055
applaus;Dominance_ANEW;0.0
arbeid;Valence_ANEW;-0.889999866485596
arbeid;Arousal_ANEW;0.409999847412109
arbeid;Dominance_ANEW;-0.619999885559082
arend;Valence_ANEW;-0.579999923706055
arend;Arousal_ANEW;-0.159999847412109
arend;Dominance_ANEW;0.0799999237060547
argwaan;Valence_ANEW;-2.51999998092651
argwaan;Arousal_ANEW;-0.579999923706055
argwaan;Dominance_ANEW;-0.869999885559082
armoe;Valence_ANEW;-3.04999995231628
armoe;Arousal_ANEW;-1.75999999046326
armoe;Dominance_ANEW;-1.95000004768372
armoede;Valence_ANEW;-3.11000001430511
armoede;Arousal_ANEW;-1.64000010490417
armoede;Dominance_ANEW;-2.25
armoedig;Valence_ANEW;-2.91000008583069
armoedig;Arousal_ANEW;-1.83999991416931
armoedig;Dominance_ANEW;-2.27999997138977
armzalig;Valence_ANEW;-2.82999992370605
armzalig;Arousal_ANEW;-1.94000005722046
armzalig;Dominance_ANEW;-2.45000004768372
artistiek;Valence_ANEW;0.28000020980835
artistiek;Arousal_ANEW;-0.699999809265137
artistiek;Dominance_ANEW;-0.449999809265137
asiel;Valence_ANEW;-2.17000007629395
asiel;Arousal_ANEW;-0.920000076293945
asiel;Dominance_ANEW;-1.58999991416931
asociaal;Valence_ANEW;-2.89000010490417
asociaal;Arousal_ANEW;-1.22000002861023
asociaal;Dominance_ANEW;-1.04999995231628
assertief;Valence_ANEW;0.550000190734863
assertief;Arousal_ANEW;0.409999847412109
assertief;Dominance_ANEW;0.590000152587891
astma;Valence_ANEW;-2.55999994277954
astma;Arousal_ANEW;-0.75
astma;Dominance_ANEW;-1.33999991416931
atleet;Valence_ANEW;0.0300002098083496
atleet;Arousal_ANEW;0.940000057220459
atleet;Dominance_ANEW;0.0500001907348633
attent;Valence_ANEW;0.800000190734863
attent;Arousal_ANEW;-0.610000133514404
attent;Dominance_ANEW;-0.53000020980835
aula;Valence_ANEW;-0.840000152587891
aula;Arousal_ANEW;-1.25
aula;Dominance_ANEW;-0.78000020980835
autonomie;Valence_ANEW;0.21999979019165
autonomie;Arousal_ANEW;-0.650000095367432
autonomie;Dominance_ANEW;0.550000190734863
autononoom;Valence_ANEW;0.139999866485596
autononoom;Arousal_ANEW;-0.559999942779541
autononoom;Dominance_ANEW;0.360000133514404
autoritair;Valence_ANEW;-2.30999994277954
autoritair;Arousal_ANEW;0.059999942779541
autoritair;Dominance_ANEW;1.05000019073486
autoriteit;Valence_ANEW;-1.48000001907349
autoriteit;Arousal_ANEW;-0.269999980926514
autoriteit;Dominance_ANEW;0.889999866485596
avond;Valence_ANEW;0.0
avond;Arousal_ANEW;-1.39000010490417
avond;Dominance_ANEW;-1.02999997138977
avontuurlijk;Valence_ANEW;0.690000057220459
avontuurlijk;Arousal_ANEW;0.860000133514404
avontuurlijk;Dominance_ANEW;0.269999980926514
azen;Valence_ANEW;-1.41000008583069
azen;Arousal_ANEW;-0.199999809265137
azen;Dominance_ANEW;-0.510000228881836
azijn;Valence_ANEW;-1.79999995231628
azijn;Arousal_ANEW;-1.32999992370605
azijn;Dominance_ANEW;-0.639999866485596
baai;Valence_ANEW;-0.449999809265137
baai;Arousal_ANEW;-1.73000001907349
baai;Dominance_ANEW;-0.920000076293945
baan;Valence_ANEW;-0.300000190734863
baan;Arousal_ANEW;-0.699999809265137
baan;Dominance_ANEW;-0.78000020980835
baard;Valence_ANEW;-0.940000057220459
baard;Arousal_ANEW;-1.82999992370605
baard;Dominance_ANEW;-0.829999923706055
baars;Valence_ANEW;-1.07999992370605
baars;Arousal_ANEW;-1.10999989509583
baars;Dominance_ANEW;-1.40000009536743
baat;Valence_ANEW;-0.159999847412109
baat;Arousal_ANEW;-1.20000004768372
baat;Dominance_ANEW;-0.670000076293945
bak;Valence_ANEW;-1.16000008583069
bak;Arousal_ANEW;-1.60999989509583
bak;Dominance_ANEW;-1.23000001907349
baken;Valence_ANEW;-0.78000020980835
baken;Arousal_ANEW;-1.32999992370605
baken;Dominance_ANEW;-0.659999847412109
bakken;Valence_ANEW;-0.21999979019165
bakken;Arousal_ANEW;-0.440000057220459
bakken;Dominance_ANEW;-1.02999997138977
bakker;Valence_ANEW;-0.230000019073486
bakker;Arousal_ANEW;-0.409999847412109
bakker;Dominance_ANEW;-1.14000010490417
bal;Valence_ANEW;-0.420000076293945
bal;Arousal_ANEW;-0.46999979019165
bal;Dominance_ANEW;-1.20000004768372
bal;Leisure_LIWC;1.0
balans;Valence_ANEW;0.0900001525878906
balans;Arousal_ANEW;-1.48000001907349
balans;Dominance_ANEW;-0.659999847412109
balen;Valence_ANEW;-2.42000007629395
balen;Arousal_ANEW;-1.01999998092651
balen;Dominance_ANEW;-1.48000001907349
balie;Valence_ANEW;-0.840000152587891
balie;Arousal_ANEW;-1.36999988555908
balie;Dominance_ANEW;-1.19000005722046
balkon;Valence_ANEW;-0.190000057220459
balkon;Arousal_ANEW;-2.02999997138977
balkon;Dominance_ANEW;-1.01999998092651
ballon;Valence_ANEW;-0.0300002098083496
ballon;Arousal_ANEW;-1.45000004768372
ballon;Dominance_ANEW;-1.80999994277954
ballon;Leisure_LIWC;1.0
balpen;Valence_ANEW;-0.75
balpen;Arousal_ANEW;-1.61999988555908
balpen;Dominance_ANEW;-1.30999994277954
balsem;Valence_ANEW;-0.559999942779541
balsem;Arousal_ANEW;-2.17000007629395
balsem;Dominance_ANEW;-1.32999992370605
bamboe;Valence_ANEW;-0.449999809265137
bamboe;Arousal_ANEW;-1.97000002861023
bamboe;Dominance_ANEW;-0.71999979019165
banaal;Valence_ANEW;-1.92000007629395
banaal;Arousal_ANEW;-1.59999990463257
banaal;Dominance_ANEW;-1.67000007629395
bandiet;Valence_ANEW;-2.48000001907349
bandiet;Arousal_ANEW;0.340000152587891
bandiet;Dominance_ANEW;-0.28000020980835
bangerik;Valence_ANEW;-2.47000002861023
bangerik;Arousal_ANEW;-1.25
bangerik;Dominance_ANEW;-2.70000004768372
bankroet;Valence_ANEW;-3.08000004291534
bankroet;Arousal_ANEW;-1.45000004768372
bannen;Valence_ANEW;-2.19000005722046
bannen;Arousal_ANEW;-0.480000019073486
bannen;Dominance_ANEW;-0.380000114440918
barak;Valence_ANEW;-1.69000005722046
barak;Arousal_ANEW;-1.47000002861023
barak;Dominance_ANEW;-1.10999989509583
barbaar;Valence_ANEW;-2.66000008583069
barbaar;Arousal_ANEW;0.0799999237060547
barbaar;Dominance_ANEW;0.0199999809265137
baren;Valence_ANEW;-0.53000020980835
baren;Arousal_ANEW;0.53000020980835
baren;Dominance_ANEW;-0.360000133514404
barok;Valence_ANEW;-0.619999885559082
barok;Arousal_ANEW;-1.44000005722046
barok;Dominance_ANEW;-0.789999961853027
barst;Valence_ANEW;-2.07999992370605
barst;Arousal_ANEW;-0.78000020980835
barst;Dominance_ANEW;-1.14000010490417
barsten;Valence_ANEW;-2.07999992370605
barsten;Arousal_ANEW;0.0500001907348633
barsten;Dominance_ANEW;-1.25
bas;Valence_ANEW;-0.550000190734863
bas;Arousal_ANEW;-1.26999998092651
bas;Dominance_ANEW;-0.5
bas;Funct_LIWC;1.0
bas;Prep_LIWC;1.0
bas;Relativ_LIWC;1.0
bas;Space_LIWC;1.0
basketbal;Valence_ANEW;-0.199999809265137
basketbal;Arousal_ANEW;0.480000019073486
basketbal;Dominance_ANEW;-0.78000020980835
bastaard;Valence_ANEW;-2.27999997138977
bastaard;Arousal_ANEW;-0.789999961853027
bastaard;Dominance_ANEW;-1.01999998092651
baten;Valence_ANEW;-0.179999828338623
baten;Arousal_ANEW;-0.860000133514404
baten;Dominance_ANEW;-0.650000095367432
bazig;Valence_ANEW;-2.5
bazig;Arousal_ANEW;0.380000114440918
bazig;Dominance_ANEW;0.389999866485596
bedaard;Valence_ANEW;-0.599999904632568
bedaard;Arousal_ANEW;-2.29999995231628
bedaard;Dominance_ANEW;-1.47000002861023
bedeesd;Valence_ANEW;-1.51999998092651
bedeesd;Arousal_ANEW;-2.35999989509583
bedeesd;Dominance_ANEW;-2.21000003814697
bedelaar;Valence_ANEW;-2.54999995231628
bedelaar;Arousal_ANEW;-1.57999992370605
bedelaar;Dominance_ANEW;-2.66000008583069
bedreiging;Valence_ANEW;-2.86999988555908
bedreiging;Arousal_ANEW;0.53000020980835
bedreiging;Dominance_ANEW;0.28000020980835
bedreven;Valence_ANEW;0.380000114440918
bedreven;Arousal_ANEW;0.170000076293945
bedreven;Dominance_ANEW;0.300000190734863
bedrieglijk;Valence_ANEW;-2.73000001907349
bedrieglijk;Arousal_ANEW;-0.579999923706055
bedrieglijk;Dominance_ANEW;-1.0
bedrijvig;Valence_ANEW;-0.0500001907348633
bedrijvig;Arousal_ANEW;0.559999942779541
bedrijvig;Dominance_ANEW;-0.0799999237060547
bedroefd;Valence_ANEW;-2.72000002861023
bedroefd;Arousal_ANEW;-1.64000010490417
bedroefd;Dominance_ANEW;-1.85999989509583
bedroefdheid;Valence_ANEW;-2.73000001907349
bedroefdheid;Arousal_ANEW;-1.72000002861023
bedroefdheid;Dominance_ANEW;-1.83999991416931
bedrog;Valence_ANEW;-3.0900000333786
bedrog;Arousal_ANEW;-0.0300002098083496
bedrog;Dominance_ANEW;-0.860000133514404
beek;Valence_ANEW;-0.46999979019165
beek;Arousal_ANEW;-1.75
beek;Dominance_ANEW;-1.4300000667572
beeld;Valence_ANEW;-0.590000152587891
beeld;Arousal_ANEW;-1.75
beeld;Dominance_ANEW;-0.670000076293945
beeldschoon;Valence_ANEW;1.46999979019165
beeldschoon;Arousal_ANEW;-0.5
beeldschoon;Dominance_ANEW;0.170000076293945
beerput;Valence_ANEW;-2.57999992370605
beerput;Arousal_ANEW;-1.42000007629395
beerput;Dominance_ANEW;-0.860000133514404
beest;Valence_ANEW;-1.51999998092651
beest;Arousal_ANEW;0.21999979019165
beest;Dominance_ANEW;0.170000076293945
begeerte;Valence_ANEW;-0.130000114440918
begeerte;Arousal_ANEW;0.0
begeerte;Dominance_ANEW;-0.480000019073486
begrafenis;Valence_ANEW;-3.27999997138977
begrafenis;Arousal_ANEW;-2.20000004768372
begrafenis;Dominance_ANEW;-0.860000133514404
begrijpend;Valence_ANEW;0.480000019073486
begrijpend;Arousal_ANEW;-1.17000007629395
begrijpend;Dominance_ANEW;-0.389999866485596
behangpapier;Valence_ANEW;-0.860000133514404
behangpapier;Arousal_ANEW;-2.02999997138977
behangpapier;Dominance_ANEW;-1.61999988555908
behoeftig;Valence_ANEW;-1.92000007629395
behoeftig;Arousal_ANEW;-0.809999942779541
behoeftig;Dominance_ANEW;-1.86999988555908
behoorlijk;Valence_ANEW;-0.159999847412109
behoorlijk;Arousal_ANEW;-0.800000190734863
behoorlijk;Dominance_ANEW;-0.519999980926514
behulpzaam;Valence_ANEW;0.840000152587891
behulpzaam;Arousal_ANEW;-0.440000057220459
behulpzaam;Dominance_ANEW;-0.46999979019165
be�nvloedbaar;Valence_ANEW;-2.07999992370605
be�nvloedbaar;Arousal_ANEW;-1.39000010490417
be�nvloedbaar;Dominance_ANEW;-2.10999989509583
beitel;Valence_ANEW;-1.20000004768372
beitel;Arousal_ANEW;-0.920000076293945
beitel;Dominance_ANEW;-0.21999979019165
bek;Valence_ANEW;-1.72000002861023
bek;Arousal_ANEW;-0.96999979019165
bek;Dominance_ANEW;-0.670000076293945
beker;Valence_ANEW;-0.46999979019165
beker;Arousal_ANEW;-1.48000001907349
beker;Dominance_ANEW;-0.829999923706055
bekken;Valence_ANEW;-1.0
bekken;Arousal_ANEW;-0.860000133514404
bekken;Dominance_ANEW;-1.01999998092651
bekommerd;Valence_ANEW;-0.71999979019165
bekommerd;Arousal_ANEW;-0.650000095367432
bekommerd;Dominance_ANEW;-1.42000007629395
bekrompen;Valence_ANEW;-2.75
bekrompen;Arousal_ANEW;-1.51999998092651
bekrompen;Dominance_ANEW;-1.94000005722046
bekwaam;Valence_ANEW;0.670000076293945
bekwaam;Arousal_ANEW;-0.639999866485596
bekwaam;Dominance_ANEW;0.25
bel;Valence_ANEW;-0.800000190734863
bel;Arousal_ANEW;-0.730000019073486
bel;Dominance_ANEW;-0.949999809265137
bel;Affect_LIWC;1.0
bel;Posemo_LIWC;1.0
bel;Percept_LIWC;1.0
bel;See_LIWC;1.0
belaagd;Valence_ANEW;-2.39000010490417
belaagd;Arousal_ANEW;-0.239999771118164
belaagd;Dominance_ANEW;-1.50999999046326
belabberd;Valence_ANEW;-2.64000010490417
belabberd;Arousal_ANEW;-1.86999988555908
belabberd;Dominance_ANEW;-2.04999995231628
belangrijk;Valence_ANEW;0.409999847412109
belangrijk;Arousal_ANEW;-0.119999885559082
belangrijk;Dominance_ANEW;0.25
belasting;Valence_ANEW;-2.39000010490417
belasting;Arousal_ANEW;-0.860000133514404
belasting;Dominance_ANEW;-0.340000152587891
belazerd;Valence_ANEW;-2.94000005722046
belazerd;Arousal_ANEW;-0.420000076293945
belazerd;Dominance_ANEW;-1.39000010490417
beledigd;Valence_ANEW;-2.61999988555908
beledigd;Arousal_ANEW;-0.46999979019165
beledigd;Dominance_ANEW;-0.909999847412109
belediging;Valence_ANEW;-2.82999992370605
belediging;Arousal_ANEW;-0.28000020980835
belediging;Dominance_ANEW;-0.449999809265137
beleefd;Valence_ANEW;0.71999979019165
beleefd;Arousal_ANEW;-1.41000008583069
beleefd;Dominance_ANEW;-0.639999866485596
belezen;Valence_ANEW;-0.230000019073486
belezen;Arousal_ANEW;-0.980000019073486
belezen;Dominance_ANEW;-0.199999809265137
belg;Valence_ANEW;-0.519999980926514
belg;Arousal_ANEW;-1.16000008583069
belg;Dominance_ANEW;-1.17000007629395
bellen;Valence_ANEW;-0.440000057220459
bellen;Arousal_ANEW;-0.369999885559082
bellen;Dominance_ANEW;-1.0
belonen;Valence_ANEW;0.78000020980835
belonen;Arousal_ANEW;-0.0500001907348633
belonen;Dominance_ANEW;-0.0799999237060547
bemind;Valence_ANEW;0.909999847412109
bemind;Arousal_ANEW;-0.559999942779541
bemind;Dominance_ANEW;-0.289999961853027
bemoeiziek;Valence_ANEW;-2.86999988555908
bemoeiziek;Arousal_ANEW;0.0500001907348633
benauwd;Valence_ANEW;-2.54999995231628
benauwd;Arousal_ANEW;-0.550000190734863
benauwd;Dominance_ANEW;-1.60999989509583
bende;Valence_ANEW;-2.22000002861023
bende;Arousal_ANEW;0.059999942779541
bende;Dominance_ANEW;-0.0900001525878906
benieuwd;Valence_ANEW;0.329999923706055
benieuwd;Arousal_ANEW;-0.190000057220459
benieuwd;Dominance_ANEW;-0.590000152587891
beren;Valence_ANEW;-0.920000076293945
beren;Arousal_ANEW;-0.0199999809265137
beren;Dominance_ANEW;0.130000114440918
berk;Valence_ANEW;-0.659999847412109
berk;Arousal_ANEW;-1.83999991416931
berk;Dominance_ANEW;-1.07999992370605
beroemd;Valence_ANEW;0.199999809265137
beroemd;Arousal_ANEW;-0.230000019073486
beroemd;Dominance_ANEW;0.0500001907348633
beroerd;Valence_ANEW;-2.57999992370605
beroerd;Arousal_ANEW;-1.44000005722046
beroerd;Dominance_ANEW;-1.73000001907349
berouw;Valence_ANEW;-1.48000001907349
berouw;Arousal_ANEW;-1.27999997138977
berouw;Dominance_ANEW;-1.19000005722046
accent;Valence_ANEW;-0.699999809265137
accent;Arousal_ANEW;-1.17000007629395
accent;Dominance_ANEW;-0.940000057220459
alleen;Valence_ANEW;-2.22000002861023
alleen;Arousal_ANEW;-2.45000004768372
alleen;Dominance_ANEW;-2.29999995231628
anti;Valence_ANEW;-2.32999992370605
anti;Arousal_ANEW;-0.71999979019165
anti;Dominance_ANEW;-0.360000133514404
aquarium;Valence_ANEW;-0.369999885559082
aquarium;Arousal_ANEW;-1.70000004768372
aquarium;Dominance_ANEW;-1.16000008583069
ark;Valence_ANEW;-0.889999866485596
ark;Arousal_ANEW;-1.29999995231628
ark;Dominance_ANEW;-0.409999847412109
baas;Valence_ANEW;-1.26999998092651
baas;Arousal_ANEW;-0.0799999237060547
baas;Dominance_ANEW;0.670000076293945
banjo;Valence_ANEW;-0.440000057220459
banjo;Arousal_ANEW;-0.889999866485596
banjo;Dominance_ANEW;-1.48000001907349
bast;Valence_ANEW;-0.940000057220459
bast;Arousal_ANEW;-1.73000001907349
bast;Dominance_ANEW;-0.639999866485596
bazooka;Valence_ANEW;-2.34999990463257
bazooka;Arousal_ANEW;0.840000152587891
bazooka;Dominance_ANEW;0.869999885559082
bede;Valence_ANEW;-0.980000019073486
bede;Arousal_ANEW;-1.59999990463257
bede;Dominance_ANEW;-1.73000001907349
beet;Valence_ANEW;-1.72000002861023
beet;Arousal_ANEW;-0.519999980926514
beet;Dominance_ANEW;-0.449999809265137
beige;Valence_ANEW;-1.04999995231628
beige;Arousal_ANEW;-1.86999988555908
beige;Dominance_ANEW;-1.67000007629395
berg;Valence_ANEW;-0.550000190734863
berg;Arousal_ANEW;-1.57999992370605
berg;Dominance_ANEW;0.110000133514404
berm;Valence_ANEW;-1.04999995231628
berm;Arousal_ANEW;-1.79999995231628
berm;Dominance_ANEW;-1.40000009536743
berustend;Valence_ANEW;-0.599999904632568
berustend;Arousal_ANEW;-2.19000005722046
berustend;Dominance_ANEW;-1.22000002861023
berusting;Valence_ANEW;-0.829999923706055
berusting;Arousal_ANEW;-2.33999991416931
berusting;Dominance_ANEW;-1.20000004768372
bes;Valence_ANEW;-0.420000076293945
bes;Arousal_ANEW;-1.64000010490417
bes;Dominance_ANEW;-1.82999992370605
beschaafd;Valence_ANEW;0.420000076293945
beschaafd;Arousal_ANEW;-1.5
beschaafd;Dominance_ANEW;-0.5
beschaamd;Valence_ANEW;-2.44000005722046
