label;label;value
abhor;Fear_NRC;1.0
abhor;Negative_NRC;1.0
abhor;pleasantness_SENTICNET;1.0
abhor;attention_SENTICNET;1.0
abhor;sensitivity_SENTICNET;1.0
abhor;aptitude_SENTICNET;1.0
abhor;polarity_SENTICNET;1.0
abhorred;Disgust_GALC;1.0
abhorrence;Disgust_GALC;1.0
abhorrence;pleasantness_SENTICNET;1.0
abhorrence;attention_SENTICNET;1.0
abhorrence;sensitivity_SENTICNET;1.0
abhorrence;aptitude_SENTICNET;1.0
abhorrence;polarity_SENTICNET;1.0
abhorrences;Disgust_GALC;1.0
abhorrent;Disgust_GALC;1.0
abhorrent;Anger_NRC;1.0
abhorrent;Disgust_NRC;1.0
abhorrent;Fear_NRC;1.0
abhorrent;Negative_NRC;1.0
abhorrent;pleasantness_SENTICNET;1.0
abhorrent;attention_SENTICNET;1.0
abhorrent;sensitivity_SENTICNET;1.0
abhorrent;aptitude_SENTICNET;1.0
abhorrent;polarity_SENTICNET;1.0
abhorrent;Verbs_LIWC;1.0
abhorrent;Present_LIWC;1.0
abhorrent;Affect_LIWC;1.0
abhorrent;Negemo_LIWC;1.0
abhorrent;Anger_LIWC;1.0
abhorrently;Disgust_GALC;1.0
abhorrer;Disgust_GALC;1.0
abhorrer;Verbs_LIWC;1.0
abhorrer;Affect_LIWC;1.0
abhorrer;Negemo_LIWC;1.0
abhorrer;Anger_LIWC;1.0
abhorring;Disgust_GALC;1.0
abhors;Disgust_GALC;1.0
abide;Positiv_GI;1.0
abide;Affil_GI;1.0
abide;Active_GI;1.0
abide;Doctrin_GI;1.0
abide;Iav_GI;1.0
abilities;Achiev_LIWC;1.0
ability;Positiv_GI;1.0
ability;Strong_GI;1.0
ability;Virtue_GI;1.0
ability;Eval_GI;1.0
ability;Abs_2_GI;1.0
ability;Abs_GI;1.0
ability;Meanslw_Lasswell;1.0
ability;Positive_NRC;1.0
ability;pleasantness_SENTICNET;1.0
ability;attention_SENTICNET;1.0
ability;sensitivity_SENTICNET;1.0
ability;aptitude_SENTICNET;1.0
ability;polarity_SENTICNET;1.0
ability;Achiev_LIWC;1.0
abject;Negativ_GI;1.0
abject;Weak_GI;1.0
abject;Submit_GI;1.0
abject;Passive_GI;1.0
abject;Vice_GI;1.0
abject;Ipadj_GI;1.0
abject;Disgust_NRC;1.0
abject;Negative_NRC;1.0
abject;pleasantness_SENTICNET;1.0
abject;attention_SENTICNET;1.0
abject;sensitivity_SENTICNET;1.0
abject;aptitude_SENTICNET;1.0
abject;polarity_SENTICNET;1.0
abject;Affect_LIWC;1.0
abject;Negemo_LIWC;1.0
abjectly;pleasantness_SENTICNET;1.0
abjectly;attention_SENTICNET;1.0
abjectly;sensitivity_SENTICNET;1.0
abjectly;aptitude_SENTICNET;1.0
abjectly;polarity_SENTICNET;1.0
able;Positiv_GI;1.0
able;Pstv_GI;1.0
able;Strong_GI;1.0
able;Virtue_GI;1.0
able;Eval_GI;1.0
able;Meanslw_Lasswell;1.0
able;Achiev_LIWC;1.0
ableism;Achiev_LIWC;1.0
ableist;Achiev_LIWC;1.0
abler;Achiev_LIWC;1.0
ablest;Achiev_LIWC;1.0
abnormal;Negativ_GI;1.0
abnormal;Ngtv_GI;1.0
abnormal;Vice_GI;1.0
abnormal;Negaff_Lasswell;1.0
abnormal;Disgust_NRC;1.0
abnormal;Negative_NRC;1.0
abnormal;Negative_HULIU;1.0
aboard;Space_GI;1.0
abolish;Negativ_GI;1.0
abolish;Ngtv_GI;1.0
abolish;Hostile_GI;1.0
abolish;Strong_GI;1.0
abolish;Power_GI;1.0
abolish;Active_GI;1.0
abolish;Socrel_GI;1.0
abolish;Iav_GI;1.0
abolish;Powoth_Lasswell;1.0
abolish;Powtot_Lasswell;1.0
abolish;Anger_NRC;1.0
abolish;Negative_NRC;1.0
abolish;Negative_HULIU;1.0
abolition;Tranlw_Lasswell;1.0
abolition;Negative_NRC;1.0
abominable;Negativ_GI;1.0
abominable;Strong_GI;1.0
abominable;Vice_GI;1.0
abominable;Ovrst_GI;1.0
abominable;Eval_2_GI;1.0
abominable;Indadj_GI;1.0
abominable;Disgust_NRC;1.0
abominable;Fear_NRC;1.0
abominable;Negative_NRC;1.0
abominable;Negative_HULIU;1.0
abominable;Affect_LIWC;1.0
abominable;Negemo_LIWC;1.0
abominably;Negative_HULIU;1.0
abominably;pleasantness_SENTICNET;1.0
abominably;attention_SENTICNET;1.0
abominably;sensitivity_SENTICNET;1.0
abominably;aptitude_SENTICNET;1.0
abominably;polarity_SENTICNET;1.0
abominate;Negative_HULIU;1.0
abominate;pleasantness_SENTICNET;1.0
abominate;attention_SENTICNET;1.0
abominate;sensitivity_SENTICNET;1.0
abominate;aptitude_SENTICNET;1.0
abominate;polarity_SENTICNET;1.0
abomination;Anger_NRC;1.0
abomination;Disgust_NRC;1.0
abomination;Fear_NRC;1.0
abomination;Negative_NRC;1.0
abomination;Negative_HULIU;1.0
abomination;pleasantness_SENTICNET;1.0
abomination;attention_SENTICNET;1.0
abomination;sensitivity_SENTICNET;1.0
abomination;aptitude_SENTICNET;1.0
abomination;polarity_SENTICNET;1.0
aboriginal;pleasantness_SENTICNET;1.0
aboriginal;attention_SENTICNET;1.0
aboriginal;sensitivity_SENTICNET;1.0
aboriginal;aptitude_SENTICNET;1.0
aboriginal;polarity_SENTICNET;1.0
abort;Negative_NRC;1.0
abort;Negative_HULIU;1.0
aborted;Negative_HULIU;1.0
abortion;Disgust_NRC;1.0
abortion;Fear_NRC;1.0
abortion;Negative_NRC;1.0
abortion;Sadness_NRC;1.0
abortion;pleasantness_SENTICNET;1.0
abortion;attention_SENTICNET;1.0
abortion;sensitivity_SENTICNET;1.0
abortion;aptitude_SENTICNET;1.0
abortion;polarity_SENTICNET;1.0
abortion;Valence_ANEW;-1.5
abortion;Arousal_ANEW;0.39
abortion;Dominance_ANEW;-0.41
abortion;Health_LIWC;1.0
abortion;Sexual_LIWC;1.0
abortion;Bio_LIWC;1.0
abortionist;Health_LIWC;1.0
abortionist;Sexual_LIWC;1.0
abortionist;Bio_LIWC;1.0
abortionists;Health_LIWC;1.0
abortionists;Sexual_LIWC;1.0
abortionists;Bio_LIWC;1.0
abortions;Health_LIWC;1.0
abortions;Sexual_LIWC;1.0
abortions;Bio_LIWC;1.0
abortive;Powoth_Lasswell;1.0
abortive;Powtot_Lasswell;1.0
abortive;Negative_NRC;1.0
abortive;Sadness_NRC;1.0
aborts;Negative_HULIU;1.0
abound;Positiv_GI;1.0
abound;Passive_GI;1.0
abound;Increas_GI;1.0
abound;Iav_GI;1.0
abound;Positive_HULIU;1.0
abounds;Positive_HULIU;1.0
about;Undrst_GI;1.0
about;Quan_GI;1.0
about;Space_GI;1.0
about;Dav_GI;1.0
about;If_Lasswell;1.0
about;Timespc_Lasswell;1.0
about;Adverbs_LIWC;1.0
about;Prep_LIWC;1.0
about;Funct_LIWC;1.0
above;Ovrst_GI;1.0
above;Quan_GI;1.0
above;Space_GI;1.0
above;Surelw_Lasswell;1.0
above;Timespc_Lasswell;1.0
above;Relativ_LIWC;1.0
above;Space_LIWC;1.0
above;Prep_LIWC;1.0
above;Funct_LIWC;1.0
abrade;Negative_HULIU;1.0
abrasion;Negative_NRC;1.0
abrasion;pleasantness_SENTICNET;1.0
abrasion;attention_SENTICNET;1.0
abrasion;sensitivity_SENTICNET;1.0
abrasion;aptitude_SENTICNET;1.0
abrasion;polarity_SENTICNET;1.0
abrasive;Negativ_GI;1.0
abrasive;Hostile_GI;1.0
abrasive;Strong_GI;1.0
abrasive;Vice_GI;1.0
abrasive;Ipadj_GI;1.0
abrasive;Negative_HULIU;1.0
abroad;Space_GI;1.0
abroad;Timespc_Lasswell;1.0
abroad;pleasantness_SENTICNET;1.0
abroad;attention_SENTICNET;1.0
abroad;sensitivity_SENTICNET;1.0
abroad;aptitude_SENTICNET;1.0
abroad;polarity_SENTICNET;1.0
abrogate;Negative_NRC;1.0
abrupt;Negativ_GI;1.0
abrupt;Ngtv_GI;1.0
abrupt;Time_2_GI;1.0
abrupt;Powcon_Lasswell;1.0
abrupt;Powtot_Lasswell;1.0
abrupt;Surprise_NRC;1.0
abrupt;Negative_HULIU;1.0
abrupt;pleasantness_SENTICNET;1.0
abrupt;attention_SENTICNET;1.0
abrupt;sensitivity_SENTICNET;1.0
abrupt;aptitude_SENTICNET;1.0
abrupt;polarity_SENTICNET;1.0
abrupt;Time_LIWC;1.0
abrupt;Relativ_LIWC;1.0
abrupt;Affect_LIWC;1.0
abrupt;Negemo_LIWC;1.0
abrupter;Time_LIWC;1.0
abrupter;Relativ_LIWC;1.0
abruptest;Time_LIWC;1.0
abruptest;Relativ_LIWC;1.0
abruption;Time_LIWC;1.0
abruption;Relativ_LIWC;1.0
abruptly;Negative_HULIU;1.0
abruptly;Time_LIWC;1.0
abruptly;Relativ_LIWC;1.0
abruptness;Time_LIWC;1.0
abruptness;Relativ_LIWC;1.0
abruptnesses;Time_LIWC;1.0
abruptnesses;Relativ_LIWC;1.0
abs;Body_LIWC;1.0
abs;Bio_LIWC;1.0
abscess;Negative_NRC;1.0
abscess;Sadness_NRC;1.0
abscond;Negativ_GI;1.0
abscond;Hostile_GI;1.0
abscond;Weak_GI;1.0
abscond;Submit_GI;1.0
abscond;Active_GI;1.0
abscond;Travel_GI;1.0
abscond;Iav_GI;1.0
abscond;Negative_HULIU;1.0
absence;Negativ_GI;1.0
absence;Weak_GI;1.0
absence;Fail_GI;1.0
absence;Know_GI;1.0
absence;Fear_NRC;1.0
absence;Negative_NRC;1.0
absence;Sadness_NRC;1.0
absence;Negative_HULIU;1.0
absence;pleasantness_SENTICNET;1.0
absence;attention_SENTICNET;1.0
absence;sensitivity_SENTICNET;1.0
absence;aptitude_SENTICNET;1.0
absence;polarity_SENTICNET;1.0
absent;Negativ_GI;1.0
absent;Weak_GI;1.0
absent;Passive_GI;1.0
absent;Fail_GI;1.0
absent;Travel_GI;1.0
absent;Dav_GI;1.0
absent;Indadj_GI;1.0
absent;Negative_NRC;1.0
absent;Sadness_NRC;1.0
absent;pleasantness_SENTICNET;1.0
absent;attention_SENTICNET;1.0
absent;sensitivity_SENTICNET;1.0
absent;aptitude_SENTICNET;1.0
absent;polarity_SENTICNET;1.0
absent;Work_LIWC;1.0
absent;Valence_ANEW;-1.57999992370605
absent;Arousal_ANEW;-0.809999942779541
absent;Social_LIWC;1.0
absented;Work_LIWC;1.0
absentee;Negativ_GI;1.0
absentee;Hostile_GI;1.0
absentee;Weak_GI;1.0
absentee;Vice_GI;1.0
absentee;Socrel_GI;1.0
absentee;Fail_GI;1.0
absentee;Negative_NRC;1.0
absentee;Sadness_NRC;1.0
absentee;Negative_HULIU;1.0
absentee;Work_LIWC;1.0
absentee;Social_LIWC;1.0
absenteeism;Negative_NRC;1.0
absenteeism;Work_LIWC;1.0
absenteeisms;Work_LIWC;1.0
absentees;Work_LIWC;1.0
absentees;Social_LIWC;1.0
absenting;Work_LIWC;1.0
absently;Work_LIWC;1.0
absentminded;Work_LIWC;1.0
absentmindedly;Work_LIWC;1.0
absentmindedness;Work_LIWC;1.0
absentmindednesses;Work_LIWC;1.0
absents;Work_LIWC;1.0
absents;Social_LIWC;1.0
absolute;Strong_GI;1.0
absolute;Virtue_GI;1.0
absolute;Ovrst_GI;1.0
absolute;Yes_GI;1.0
absolute;Surelw_Lasswell;1.0
absolute;Positive_NRC;1.0
absolute;pleasantness_SENTICNET;1.0
absolute;attention_SENTICNET;1.0
absolute;sensitivity_SENTICNET;1.0
absolute;aptitude_SENTICNET;1.0
absolute;polarity_SENTICNET;1.0
absolute;Certain_LIWC;1.0
absolute;CogMech_LIWC;1.0
absolutely;pleasantness_SENTICNET;1.0
absolutely;attention_SENTICNET;1.0
absolutely;sensitivity_SENTICNET;1.0
absolutely;aptitude_SENTICNET;1.0
absolutely;polarity_SENTICNET;1.0
absolutely;Assent_LIWC;1.0
absolutely;Adverbs_LIWC;1.0
absolutely;Certain_LIWC;1.0
absolutely;CogMech_LIWC;1.0
absolutely;Funct_LIWC;1.0
absolution;Joy_NRC;1.0
absolution;Positive_NRC;1.0
absolution;Trust_NRC;1.0
absolution;pleasantness_SENTICNET;1.0
absolution;attention_SENTICNET;1.0
absolution;sensitivity_SENTICNET;1.0
absolution;aptitude_SENTICNET;1.0
absolution;polarity_SENTICNET;1.0
absolve;Positiv_GI;1.0
absolve;Active_GI;1.0
absolve;Socrel_GI;1.0
absolve;Comform_GI;1.0
absolve;Iav_GI;1.0
absorb;Interest/Enthusiasm_GALC;1.0
absorb;Means_GI;1.0
absorbable;Interest/Enthusiasm_GALC;1.0
absorbant;Interest/Enthusiasm_GALC;1.0
absorbant;CogMech_LIWC;1.0
absorbant;Insight_LIWC;1.0
absorbant;Bio_LIWC;1.0
absorbant;Ingest_LIWC;1.0
absorbed;Interest/Enthusiasm_GALC;1.0
absorbed;Positive_NRC;1.0
absorbencies;Interest/Enthusiasm_GALC;1.0
absorbency;Interest/Enthusiasm_GALC;1.0
absorbent;Interest/Enthusiasm_GALC;1.0
absorbent;Positiv_GI;1.0
absorbent;Increas_GI;1.0
absorbent;Indadj_GI;1.0
absorbent;Verbs_LIWC;1.0
absorbent;Present_LIWC;1.0
absorbent;CogMech_LIWC;1.0
absorbent;Insight_LIWC;1.0
absorbent;Bio_LIWC;1.0
absorbent;Ingest_LIWC;1.0
absorbents;Interest/Enthusiasm_GALC;1.0
absorber;Interest/Enthusiasm_GALC;1.0
absorber;Verbs_LIWC;1.0
absorber;CogMech_LIWC;1.0
absorber;Insight_LIWC;1.0
absorber;Bio_LIWC;1.0
absorber;Ingest_LIWC;1.0
absorbing;Interest/Enthusiasm_GALC;1.0
absorbingly;Interest/Enthusiasm_GALC;1.0
absorbs;Interest/Enthusiasm_GALC;1.0
absorption;Interest/Enthusiasm_GALC;1.0
absorption;Positiv_GI;1.0
absorption;Affil_GI;1.0
absorption;Increas_GI;1.0
absorptions;Interest/Enthusiasm_GALC;1.0
absorptive;Interest/Enthusiasm_GALC;1.0
absorptivity;Interest/Enthusiasm_GALC;1.0
abstain;Tranlw_Lasswell;1.0
abstain;Inhib_LIWC;1.0
abstain;CogMech_LIWC;1.0
abstained;Inhib_LIWC;1.0
abstained;CogMech_LIWC;1.0
abstainer;Inhib_LIWC;1.0
abstainer;CogMech_LIWC;1.0
abstainers;Inhib_LIWC;1.0
abstainers;CogMech_LIWC;1.0
abstaining;Inhib_LIWC;1.0
abstaining;CogMech_LIWC;1.0
abstains;Inhib_LIWC;1.0
abstains;CogMech_LIWC;1.0
abstract;Know_GI;1.0
abstract;Enloth_Lasswell;1.0
abstract;Enltot_Lasswell;1.0
abstract;pleasantness_SENTICNET;1.0
abstract;attention_SENTICNET;1.0
abstract;sensitivity_SENTICNET;1.0
abstract;aptitude_SENTICNET;1.0
abstract;polarity_SENTICNET;1.0
abstraction;Know_GI;1.0
abstraction;Enloth_Lasswell;1.0
abstraction;Enltot_Lasswell;1.0
abstraction;pleasantness_SENTICNET;1.0
abstraction;attention_SENTICNET;1.0
abstraction;sensitivity_SENTICNET;1.0
abstraction;aptitude_SENTICNET;1.0
abstraction;polarity_SENTICNET;1.0
absurd;Negativ_GI;1.0
absurd;Ngtv_GI;1.0
absurd;Vice_GI;1.0
absurd;Ovrst_GI;1.0
absurd;Negative_NRC;1.0
absurd;Negative_HULIU;1.0
absurd;Valence_ANEW;-0.74
absurd;Arousal_ANEW;-0.64
absurd;Dominance_ANEW;-0.27
absurdity;Negativ_GI;1.0
absurdity;Vice_GI;1.0
absurdity;Negative_NRC;1.0
absurdity;Negative_HULIU;1.0
absurdly;Negative_HULIU;1.0
absurdness;Negative_HULIU;1.0
abundance;Positiv_GI;1.0
abundance;Pstv_GI;1.0
abundance;Strong_GI;1.0
abundance;Ovrst_GI;1.0
abundance;Econ_GI;1.0
abundance;Quan_GI;1.0
abundance;Wltoth_Lasswell;1.0
abundance;Wlttot_Lasswell;1.0
abundance;Anticipation_NRC;1.0
abundance;Disgust_NRC;1.0
abundance;Joy_NRC;1.0
abundance;Negative_NRC;1.0
abundance;Positive_NRC;1.0
abundance;Trust_NRC;1.0
abundance;Positive_HULIU;1.0
abundance;pleasantness_SENTICNET;1.0
abundance;attention_SENTICNET;1.0
abundance;sensitivity_SENTICNET;1.0
abundance;aptitude_SENTICNET;1.0
abundance;polarity_SENTICNET;1.0
abundance;Valence_ANEW;1.59
abundance;Arousal_ANEW;0.51
abundance;Dominance_ANEW;0.8
abundant;Positiv_GI;1.0
abundant;Pstv_GI;1.0
abundant;Strong_GI;1.0
abundant;Ovrst_GI;1.0
abundant;Quan_GI;1.0
abundant;Wltoth_Lasswell;1.0
abundant;Wlttot_Lasswell;1.0
abundant;Joy_NRC;1.0
abundant;Positive_NRC;1.0
abundant;Positive_HULIU;1.0
abuse;Negativ_GI;1.0
abuse;Ngtv_GI;1.0
abuse;Hostile_GI;1.0
abuse;Strong_GI;1.0
abuse;Active_GI;1.0
abuse;Vice_GI;1.0
abuse;Socrel_GI;1.0
abuse;Iav_GI;1.0
abuse;Rsploss_Lasswell;1.0
abuse;Rsptot_Lasswell;1.0
abuse;Anger_NRC;1.0
abuse;Disgust_NRC;1.0
abuse;Fear_NRC;1.0
abuse;Negative_NRC;1.0
abuse;Sadness_NRC;1.0
abuse;Negative_HULIU;1.0
abuse;pleasantness_SENTICNET;1.0
abuse;attention_SENTICNET;1.0
abuse;sensitivity_SENTICNET;1.0
abuse;aptitude_SENTICNET;1.0
abuse;polarity_SENTICNET;1.0
abuse;Valence_ANEW;-3.2
abuse;Arousal_ANEW;1.83
abuse;Dominance_ANEW;-1.31
abuse;Anger_LIWC;1.0
abuse;Affect_LIWC;1.0
abuse;Negemo_LIWC;1.0
abuse;Verbs_LIWC;1.0
abuse;Present_LIWC;1.0
abused;Negative_HULIU;1.0
abused;Anger_LIWC;1.0
abused;Affect_LIWC;1.0
abused;Negemo_LIWC;1.0
abuser;Anger_LIWC;1.0
abuser;Affect_LIWC;1.0
abuser;Negemo_LIWC;1.0
abuser;Verbs_LIWC;1.0
abusers;Anger_LIWC;1.0
abusers;Affect_LIWC;1.0
abusers;Negemo_LIWC;1.0
abuses;Negative_HULIU;1.0
abuses;Anger_LIWC;1.0
abuses;Affect_LIWC;1.0
abuses;Negemo_LIWC;1.0
abuses;Verbs_LIWC;1.0
abuses;Present_LIWC;1.0
abusing;Anger_LIWC;1.0
abusing;Affect_LIWC;1.0
abusing;Negemo_LIWC;1.0
abusive;Negative_HULIU;1.0
abusive;Anger_LIWC;1.0
abusive;Affect_LIWC;1.0
abusive;Negemo_LIWC;1.0
abusively;Anger_LIWC;1.0
abusively;Affect_LIWC;1.0
abusively;Negemo_LIWC;1.0
abusiveness;Anger_LIWC;1.0
abusiveness;Affect_LIWC;1.0
abusiveness;Negemo_LIWC;1.0
abusivenesses;Anger_LIWC;1.0
abusivenesses;Affect_LIWC;1.0
abusivenesses;Negemo_LIWC;1.0
abysmal;Negative_NRC;1.0
abysmal;Sadness_NRC;1.0
abysmal;Negative_HULIU;1.0
abysmally;Negative_HULIU;1.0
abyss;Negativ_GI;1.0
abyss;Ngtv_GI;1.0
abyss;Place_GI;1.0
abyss;Land_GI;1.0
abyss;Fear_NRC;1.0
abyss;Negative_NRC;1.0
abyss;Sadness_NRC;1.0
abyss;Negative_HULIU;1.0
abyssinia;Nation_Lasswell;1.0
academe;Work_LIWC;1.0
academes;Work_LIWC;1.0
academia;Work_LIWC;1.0
academias;Work_LIWC;1.0
academic;Academ_GI;1.0
academic;Doctrin_GI;1.0
academic;Enloth_Lasswell;1.0
academic;Enltot_Lasswell;1.0
academic;Positive_NRC;1.0
academic;Trust_NRC;1.0
academic;Work_LIWC;1.0
academically;Work_LIWC;1.0
academician;Work_LIWC;1.0
academicians;Work_LIWC;1.0
academicism;Work_LIWC;1.0
academics;Work_LIWC;1.0
academies;Work_LIWC;1.0
academism;Work_LIWC;1.0
academy;Academ_GI;1.0
academy;Place_GI;1.0
academy;Social_GI;1.0
academy;Enloth_Lasswell;1.0
academy;Enltot_Lasswell;1.0
academy;Positive_NRC;1.0
academy;pleasantness_SENTICNET;1.0
academy;attention_SENTICNET;1.0
academy;sensitivity_SENTICNET;1.0
academy;aptitude_SENTICNET;1.0
academy;polarity_SENTICNET;1.0
academy;Work_LIWC;1.0
accede;Positiv_GI;1.0
accede;Affil_GI;1.0
accede;Active_GI;1.0
accede;Comform_GI;1.0
accede;Iav_GI;1.0
accede;Powgain_Lasswell;1.0
accede;Powtot_Lasswell;1.0
accelerate;Strong_GI;1.0
accelerate;Active_GI;1.0
accelerate;Increas_GI;1.0
accelerate;Dav_GI;1.0
accelerate;Endslw_Lasswell;1.0
accelerate;Anticipation_NRC;1.0
acceleration;Strong_GI;1.0
acceleration;Active_GI;1.0
acceleration;Increas_GI;1.0
acceleration;Timespc_Lasswell;1.0
accentuate;Positiv_GI;1.0
accentuate;Active_GI;1.0
accentuate;Ovrst_GI;1.0
accentuate;Iav_GI;1.0
accept;Positiv_GI;1.0
accept;Pstv_GI;1.0
accept;Submit_GI;1.0
accept;Passive_GI;1.0
accept;Socrel_GI;1.0
accept;Iav_GI;1.0
accept;Posaff_Lasswell;1.0
accept;pleasantness_SENTICNET;1.0
accept;attention_SENTICNET;1.0
accept;sensitivity_SENTICNET;1.0
accept;aptitude_SENTICNET;1.0
accept;polarity_SENTICNET;1.0
accept;Posemo_LIWC;1.0
accept;Insight_LIWC;1.0
accept;Affect_LIWC;1.0
accept;CogMech_LIWC;1.0
acceptabilities;Posemo_LIWC;1.0
acceptabilities;Insight_LIWC;1.0
acceptabilities;Affect_LIWC;1.0
acceptabilities;CogMech_LIWC;1.0
acceptability;Posemo_LIWC;1.0
acceptability;Insight_LIWC;1.0
acceptability;Affect_LIWC;1.0
acceptability;CogMech_LIWC;1.0
acceptable;Positiv_GI;1.0
acceptable;Pstv_GI;1.0
acceptable;Virtue_GI;1.0
acceptable;Eval_GI;1.0
acceptable;Posaff_Lasswell;1.0
acceptable;Positive_NRC;1.0
acceptable;Posemo_LIWC;1.0
acceptable;Insight_LIWC;1.0
acceptable;Affect_LIWC;1.0
acceptable;CogMech_LIWC;1.0
acceptable;Incl_LIWC;1.0
acceptable;Percept_LIWC;1.0
acceptableness;Posemo_LIWC;1.0
acceptableness;Insight_LIWC;1.0
acceptableness;Affect_LIWC;1.0
acceptableness;CogMech_LIWC;1.0
acceptablenesses;Posemo_LIWC;1.0
acceptablenesses;Insight_LIWC;1.0
acceptablenesses;Affect_LIWC;1.0
acceptablenesses;CogMech_LIWC;1.0
acceptably;Posemo_LIWC;1.0
acceptably;Insight_LIWC;1.0
acceptably;Affect_LIWC;1.0
acceptably;CogMech_LIWC;1.0
acceptance;Positiv_GI;1.0
acceptance;Pstv_GI;1.0
acceptance;Affil_GI;1.0
acceptance;Passive_GI;1.0
